track_id,genre_top,split,subset
447,,training,large
448,,training,large
449,,training,large
450,,training,large
451,,training,large
452,,training,large
458,Rock,validation,medium
459,Rock,validation,small
461,,training,large
462,,training,large
463,,training,large
464,,training,large
465,,training,large
466,Rock,training,large
467,Rock,training,large
468,Rock,training,large
469,Rock,training,large
470,Rock,training,large
471,Rock,training,large
472,Rock,training,large
473,Rock,training,large
474,Rock,training,large
475,Rock,training,large
476,Rock,training,large
477,Rock,training,large
478,Rock,training,large
479,Rock,training,large
480,Rock,training,large
481,Rock,training,large
482,Rock,training,large
483,Rock,training,large
484,Rock,training,large
485,Rock,training,large
486,Rock,training,large
487,Rock,training,large
489,Rock,training,large
490,Rock,training,large
491,Rock,training,large
492,Rock,training,large
493,Rock,training,large
495,Rock,training,large
496,Rock,training,large
497,Rock,training,large
498,Rock,training,large
500,Rock,training,large
501,Rock,training,large
502,Rock,training,large
503,Rock,training,large
504,Rock,training,large
506,Rock,training,large
507,Rock,training,large
508,Rock,training,large
509,Rock,training,large
510,Rock,training,large
511,Rock,training,large
512,Rock,training,medium
513,Rock,training,large
514,Rock,training,large
515,Rock,training,large
516,Rock,training,large
517,Rock,training,large
520,Rock,training,large
521,Rock,training,large
522,Rock,training,large
523,Rock,training,large
524,Rock,training,large
525,Rock,training,large
526,Rock,training,large
527,Rock,training,large
528,Rock,training,large
529,Rock,training,large
530,Rock,training,large
531,Rock,training,large
532,Electronic,training,large
533,Electronic,training,large
534,Folk,training,small
535,Folk,training,medium
536,Folk,training,medium
537,Folk,training,medium
538,Folk,training,large
539,Folk,training,large
540,Folk,training,small
541,Folk,training,large
542,Folk,training,large
543,Folk,training,large
544,Folk,training,large
545,Folk,training,large
546,Folk,training,small
547,Folk,training,large
548,Folk,training,large
549,Folk,training,large
550,Electronic,training,medium
554,,training,large
555,,training,large
556,,training,large
557,,training,large
558,,training,large
559,,training,large
560,,training,large
561,,training,large
562,Rock,test,large
563,Rock,test,large
564,Rock,test,medium
565,Rock,test,large
566,Rock,test,large
567,Rock,test,large
568,Rock,test,large
569,Rock,test,large
570,Rock,test,large
571,Rock,test,large
572,Rock,test,large
573,Rock,training,medium
574,Rock,training,small
575,Rock,training,large
576,Rock,training,large
577,Rock,training,large
578,Rock,training,large
579,Rock,training,large
580,Rock,training,large
583,Hip-Hop,validation,medium
584,Hip-Hop,validation,medium
585,Hip-Hop,validation,medium
586,Hip-Hop,validation,large
587,Experimental,training,large
588,Experimental,training,large
589,Experimental,training,large
590,Jazz,training,medium
591,Jazz,training,medium
592,Jazz,training,medium
593,Jazz,training,medium
601,Folk,validation,large
602,Folk,validation,small
603,Folk,validation,medium
604,Folk,validation,large
605,Rock,training,medium
606,Rock,training,large
607,Rock,training,large
608,Rock,training,medium
609,Rock,training,large
610,Folk,validation,large
611,Folk,validation,large
612,Folk,validation,large
613,,training,large
614,Folk,validation,large
615,Experimental,training,small
616,Experimental,training,large
617,Folk,training,large
618,Folk,training,large
619,Folk,training,medium
620,Folk,training,small
621,Folk,training,small
622,Folk,training,large
623,Folk,training,large
624,Folk,training,large
625,Folk,training,small
626,Folk,training,large
627,Folk,training,large
628,Folk,training,large
629,Folk,training,medium
630,Folk,training,large
631,Folk,training,medium
633,Rock,training,medium
634,Rock,training,large
635,Rock,training,medium
637,Experimental,training,large
638,Experimental,training,large
639,Experimental,training,large
640,Spoken,training,large
641,Electronic,training,large
642,Electronic,training,large
643,Electronic,training,large
644,Electronic,training,large
645,Electronic,training,large
646,Electronic,training,large
647,Electronic,training,large
648,Electronic,training,large
649,Electronic,training,large
650,Electronic,training,large
651,Electronic,training,large
652,Electronic,training,large
653,Electronic,training,large
654,Electronic,training,large
655,Electronic,training,large
656,Electronic,training,large
657,Electronic,training,large
658,Electronic,training,large
659,Electronic,training,large
660,Electronic,training,large
661,Electronic,training,large
662,Electronic,training,large
663,Electronic,training,large
664,Electronic,training,medium
665,Electronic,training,medium
666,International,training,small
667,International,training,small
668,Hip-Hop,training,medium
669,Hip-Hop,training,medium
670,Hip-Hop,training,large
671,Hip-Hop,training,large
672,Hip-Hop,training,medium
673,Hip-Hop,training,medium
674,Hip-Hop,training,medium
675,Hip-Hop,training,large
676,Hip-Hop,training,small
677,Hip-Hop,training,medium
678,Hip-Hop,training,large
679,Hip-Hop,training,medium
680,Hip-Hop,training,medium
681,Hip-Hop,training,medium
682,Hip-Hop,training,large
683,Hip-Hop,training,large
684,Hip-Hop,training,medium
685,Hip-Hop,training,large
686,Hip-Hop,training,medium
687,Hip-Hop,training,large
688,Hip-Hop,training,large
689,Hip-Hop,training,large
690,Rock,validation,small
691,Rock,validation,large
692,Rock,validation,large
693,Rock,validation,large
694,Hip-Hop,training,small
695,Hip-Hop,training,small
696,Rock,training,medium
697,Rock,training,large
698,Rock,training,medium
699,Rock,training,large
700,Rock,training,large
701,Rock,training,medium
702,Rock,training,medium
703,Rock,training,medium
704,International,test,small
705,International,test,small
706,International,test,small
707,International,test,small
708,International,test,small
709,International,test,small
711,Rock,training,large
712,Rock,training,large
713,Rock,training,large
714,Folk,training,small
715,Folk,training,small
716,Folk,training,small
717,Folk,training,medium
718,Folk,training,small
719,Rock,training,large
720,Rock,training,medium
721,Rock,training,large
722,Rock,training,large
723,Rock,training,large
725,Experimental,training,large
726,Experimental,training,large
727,Experimental,training,large
728,Experimental,training,large
729,Experimental,training,large
730,Experimental,training,large
731,Experimental,training,large
734,Soul-RnB,test,medium
735,Soul-RnB,test,medium
736,Soul-RnB,test,medium
737,Soul-RnB,test,medium
738,Soul-RnB,test,medium
739,Soul-RnB,test,medium
740,Soul-RnB,test,medium
741,Soul-RnB,test,medium
742,Soul-RnB,test,medium
743,Soul-RnB,test,medium
744,Soul-RnB,test,medium
745,Soul-RnB,test,medium
747,Soul-RnB,test,medium
748,Soul-RnB,test,medium
749,Soul-RnB,test,medium
750,Soul-RnB,test,medium
751,Soul-RnB,test,medium
752,Soul-RnB,test,medium
753,Soul-RnB,test,medium
754,Soul-RnB,test,medium
755,Soul-RnB,test,medium
756,Soul-RnB,test,medium
757,Soul-RnB,test,medium
758,Soul-RnB,test,medium
759,Soul-RnB,test,medium
760,Soul-RnB,test,medium
761,Soul-RnB,test,medium
762,Soul-RnB,test,medium
763,Soul-RnB,test,medium
764,Soul-RnB,test,medium
765,Soul-RnB,test,medium
766,Soul-RnB,test,medium
767,Soul-RnB,test,medium
768,Soul-RnB,test,medium
769,Soul-RnB,test,medium
770,Soul-RnB,test,medium
771,Soul-RnB,test,medium
772,Soul-RnB,test,medium
773,Soul-RnB,test,medium
774,Soul-RnB,test,medium
775,Soul-RnB,test,medium
776,Soul-RnB,test,medium
777,Rock,training,small
778,Rock,training,large
779,Rock,training,large
780,Rock,training,large
781,Rock,training,large
782,Rock,training,large
783,Rock,training,large
784,Rock,training,large
785,Rock,training,large
786,Rock,training,large
787,Rock,training,large
788,Rock,training,large
789,Rock,training,large
790,Rock,training,large
791,Rock,training,large
792,Rock,training,large
793,Rock,training,large
794,Rock,training,large
795,Rock,training,large
796,Rock,training,large
797,Rock,training,large
798,Rock,training,large
799,Experimental,training,large
800,Experimental,training,large
801,Experimental,training,large
803,Rock,training,large
804,Rock,training,large
805,Rock,training,large
806,Rock,training,large
807,Rock,training,large
814,Folk,training,small
815,Experimental,training,large
816,Experimental,training,large
817,Experimental,training,large
818,Experimental,training,large
819,Experimental,training,medium
820,Experimental,training,medium
821,Pop,training,small
822,Pop,training,small
823,Pop,training,medium
824,Rock,training,medium
825,Rock,training,small
826,Rock,training,medium
827,Rock,training,large
828,Rock,training,large
829,Rock,training,medium
830,Rock,training,medium
831,Jazz,training,medium
832,Jazz,training,medium
833,Jazz,training,medium
834,Jazz,training,medium
835,Jazz,training,medium
836,Rock,training,large
837,Rock,training,large
838,Rock,training,large
839,Rock,training,large
840,Rock,training,large
841,Rock,training,large
842,Rock,training,large
843,Rock,training,large
844,Rock,training,large
845,Rock,training,large
846,Rock,training,large
847,Pop,training,large
850,Rock,training,large
851,Rock,training,large
852,Rock,training,large
853,International,training,small
854,Experimental,test,medium
855,Rock,training,medium
856,Rock,training,large
857,Rock,training,large
858,Rock,training,medium
859,Rock,training,large
860,Rock,training,large
861,Rock,training,medium
862,Rock,training,large
863,Rock,training,medium
864,Experimental,training,large
866,Experimental,training,large
868,Experimental,training,medium
869,Experimental,training,large
870,Experimental,training,large
871,,training,large
872,,training,large
873,,training,large
874,Electronic,training,large
875,Electronic,training,large
876,Electronic,training,large
877,Electronic,training,large
878,Electronic,training,medium
879,Electronic,training,large
880,Electronic,training,large
881,Electronic,training,medium
882,Electronic,training,large
883,Electronic,training,large
885,Electronic,training,large
886,Electronic,training,large
887,Electronic,training,large
888,Electronic,training,large
889,Electronic,training,medium
890,Folk,test,small
891,Folk,test,medium
892,Folk,test,small
893,Folk,test,medium
894,Folk,test,medium
895,Folk,test,medium
896,Rock,training,medium
897,Experimental,training,small
898,Experimental,training,medium
899,Experimental,training,large
900,,training,large
901,,training,large
902,,training,large
903,,training,large
904,Spoken,validation,large
905,Spoken,validation,large
906,Spoken,validation,large
907,Spoken,validation,large
908,Spoken,validation,large
909,Spoken,validation,large
910,Spoken,validation,large
911,Spoken,validation,large
912,Spoken,validation,large
913,Spoken,validation,large
914,Spoken,validation,large
915,Spoken,validation,large
916,Spoken,validation,large
917,Spoken,validation,large
918,Spoken,validation,large
919,Spoken,validation,large
920,Spoken,validation,large
921,Spoken,validation,large
922,Spoken,validation,large
923,Spoken,validation,large
924,Spoken,validation,large
925,Spoken,validation,large
926,Spoken,validation,large
927,Spoken,validation,large
928,Spoken,validation,large
929,Spoken,validation,large
930,Spoken,validation,large
931,Spoken,validation,large
932,Spoken,validation,large
933,Spoken,validation,large
934,Spoken,validation,large
935,Spoken,validation,large
936,Spoken,validation,large
937,Spoken,validation,large
938,Spoken,validation,large
939,Spoken,validation,large
940,Spoken,validation,large
941,Spoken,validation,large
942,Spoken,validation,large
943,Spoken,validation,large
944,Spoken,validation,large
945,Spoken,validation,large
946,Spoken,validation,large
947,Spoken,validation,large
948,Spoken,validation,large
949,Spoken,validation,large
950,Spoken,validation,large
951,Spoken,validation,large
952,Spoken,validation,large
953,Spoken,validation,large
954,Spoken,validation,large
955,Spoken,validation,large
956,Spoken,validation,large
957,Spoken,validation,large
958,Spoken,validation,large
959,Spoken,validation,large
960,Spoken,validation,large
961,Spoken,validation,large
962,Spoken,validation,large
963,Spoken,validation,large
964,Spoken,validation,large
965,Spoken,validation,large
966,Spoken,validation,large
967,Spoken,validation,large
968,Spoken,validation,large
969,Spoken,validation,large
970,Spoken,validation,large
971,Spoken,validation,large
972,Spoken,validation,large
973,Spoken,validation,large
974,Spoken,validation,large
975,Spoken,validation,large
976,Spoken,validation,large
977,Spoken,validation,large
978,Experimental,test,large
979,Experimental,test,large
980,Experimental,test,large
981,Experimental,test,large
982,Experimental,test,large
983,Experimental,test,large
984,Experimental,test,large
985,Experimental,test,large
986,Experimental,test,large
987,Experimental,test,large
988,Experimental,test,large
989,Experimental,test,large
990,Experimental,test,large
991,Rock,training,large
992,Rock,training,medium
993,Rock,validation,small
995,Experimental,training,small
996,Experimental,training,large
997,Experimental,training,small
998,Experimental,training,small
999,Experimental,training,large
1000,Experimental,training,large
1001,Experimental,training,large
1002,Experimental,training,large
1003,Experimental,training,large
1004,Experimental,training,large
1006,Experimental,training,large
1007,Rock,training,large
1009,Rock,training,large
1013,Rock,training,large
1014,Rock,validation,medium
1015,Rock,validation,medium
1016,Rock,validation,medium
1017,Rock,validation,medium
1018,Rock,validation,medium
1019,Experimental,test,large
1020,Jazz,training,large
1021,Jazz,training,large
1022,Jazz,training,medium
1023,Jazz,training,medium
1024,Rock,training,large
1025,Rock,training,large
1026,Rock,training,large
1027,Rock,training,large
1028,Rock,training,medium
1029,Rock,training,medium
1030,Rock,training,large
1031,Rock,training,large
1032,Rock,training,large
1033,Rock,training,large
1034,Spoken,training,large
1035,Experimental,training,large
1036,Experimental,training,large
1037,Experimental,training,large
1038,Experimental,training,large
1039,Rock,training,small
1040,Rock,training,small
1041,Rock,training,medium
1042,Blues,test,medium
1043,Blues,test,medium
1044,Blues,test,medium
1045,Blues,test,medium
1046,Blues,test,medium
1047,Blues,test,medium
1048,Blues,test,medium
1049,Rock,training,large
1050,Rock,training,large
1051,Pop,training,large
1052,Rock,training,medium
1058,Jazz,training,medium
1059,Jazz,training,medium
1060,Jazz,training,medium
1061,Jazz,training,medium
1062,Jazz,training,large
1063,Jazz,training,medium
1064,Jazz,training,medium
1066,Experimental,test,small
1067,Experimental,test,large
1068,Experimental,test,medium
1069,Experimental,test,small
1070,Experimental,test,large
1071,Experimental,test,medium
1072,Experimental,test,medium
1073,Experimental,test,small
1074,Experimental,test,large
1075,Experimental,test,small
1076,,test,large
1077,Rock,training,large
1078,Rock,training,large
1079,Rock,training,large
1080,Rock,training,large
1081,Rock,training,large
1082,International,training,small
1083,Experimental,training,small
1084,Electronic,validation,large
1085,Electronic,validation,medium
1086,Electronic,validation,medium
1087,Rock,validation,small
1088,Electronic,validation,medium
1089,Electronic,validation,medium
1090,Electronic,validation,large
1091,Electronic,validation,large
1092,Experimental,training,large
1093,Experimental,training,medium
1094,Experimental,training,large
1095,Experimental,training,medium
1096,Experimental,training,large
1097,Experimental,training,large
1098,Experimental,training,large
1099,Experimental,training,large
1100,Experimental,training,large
1101,Experimental,training,large
1102,Rock,training,small
1105,Rock,training,medium
1106,Rock,training,medium
1107,Rock,training,medium
1108,Rock,training,medium
1110,Experimental,validation,large
1111,Experimental,validation,large
1113,Experimental,validation,large
1116,Rock,validation,large
1117,Rock,validation,medium
1118,Rock,validation,medium
1119,Rock,validation,large
1120,Electronic,training,large
1121,Electronic,training,medium
1122,Electronic,training,large
1123,Rock,training,medium
1124,Rock,training,large
1125,Rock,training,medium
1126,Rock,training,medium
1127,Rock,training,large
1128,Rock,training,large
1129,Rock,training,large
1130,Rock,training,medium
1131,Rock,training,medium
1133,Rock,validation,large
1135,Rock,validation,large
1136,Rock,validation,large
1138,Rock,validation,medium
1140,Rock,validation,large
1141,Rock,validation,large
1142,Rock,validation,large
1143,Rock,validation,large
1144,Rock,validation,large
1145,Rock,validation,large
1146,Rock,validation,large
1147,Rock,training,medium
1148,Rock,training,medium
1149,Rock,training,medium
1150,Rock,training,medium
1151,Jazz,training,medium
1152,Jazz,training,medium
1153,Jazz,training,medium
1154,Jazz,training,medium
1155,Jazz,training,medium
1156,Rock,training,medium
1157,Rock,training,medium
1158,Rock,training,large
1159,Rock,training,large
1160,Rock,training,large
1161,Rock,training,medium
1162,Rock,training,medium
1163,Rock,training,large
1164,Rock,training,large
1165,Rock,training,medium
1166,Rock,training,large
1167,Rock,training,large
1168,Rock,training,large
1169,Rock,training,large
1170,Rock,training,large
1171,Rock,training,large
1172,Rock,training,large
1173,Rock,training,large
1174,Rock,training,large
1175,Rock,training,large
1176,Rock,training,large
1177,Rock,training,large
1178,Rock,training,large
1179,Rock,training,medium
1180,Rock,training,large
1181,Rock,training,large
1182,Rock,training,large
1183,Rock,training,medium
1184,Rock,training,large
1185,Rock,training,large
1186,Rock,training,large
1187,Rock,training,large
1188,Rock,training,large
1189,Rock,training,large
1190,Rock,training,large
1191,Rock,training,large
1192,Rock,training,large
1193,Folk,training,small
1194,Folk,training,large
1195,Folk,training,small
1196,Folk,training,small
1197,Folk,training,small
1198,Folk,training,large
1199,Folk,training,medium
1201,Rock,training,medium
1202,Rock,training,medium
1203,Rock,training,medium
1204,Rock,training,medium
1205,Experimental,training,large
1206,Experimental,training,large
1207,Experimental,training,large
1208,Experimental,training,large
1209,Experimental,training,large
1210,Experimental,training,large
1211,Experimental,training,large
1212,Experimental,training,large
1213,,training,large
1214,Electronic,training,large
1215,,training,large
1216,,training,large
1217,,training,large
1218,Electronic,training,large
1219,,training,large
1220,,training,large
1221,Electronic,training,large
1222,,training,large
1223,,training,large
1224,Electronic,training,large
1225,,training,large
1226,,training,large
1227,,training,large
1228,,training,large
1229,,training,large
1230,,training,large
1231,,training,large
1232,,training,large
1233,,training,large
1234,,training,large
1235,,training,large
1236,,training,large
1237,,training,large
1238,,training,large
1240,Rock,training,large
1241,Experimental,test,large
1242,Experimental,test,large
1243,Experimental,test,large
1244,Experimental,test,large
1245,Experimental,test,large
1246,Experimental,test,large
1247,Experimental,test,large
1248,Experimental,test,large
1249,Experimental,test,small
1250,Experimental,test,large
1251,Experimental,test,large
1252,Experimental,test,large
1253,Experimental,test,large
1254,Experimental,test,large
1255,Experimental,test,large
1256,Experimental,test,large
1257,Experimental,test,large
1258,Experimental,test,large
1259,Experimental,test,small
1260,Experimental,test,large
1261,Experimental,test,large
1262,Experimental,test,large
1263,Experimental,test,large
1264,Experimental,test,large
1265,Experimental,test,large
1266,Experimental,test,large
1267,Experimental,test,large
1268,Experimental,test,large
1269,Experimental,test,large
1270,Rock,training,small
1271,Rock,training,large
1272,Rock,training,large
1273,Rock,training,large
1274,Rock,training,large
1275,Rock,training,large
1276,Experimental,training,small
1277,Experimental,training,small
1278,Experimental,training,small
1279,Rock,validation,medium
1280,Rock,validation,medium
1281,Rock,validation,large
1282,Rock,validation,large
1283,Rock,validation,large
1284,Rock,validation,large
1285,Rock,validation,large
1286,Rock,validation,large
1287,Rock,validation,large
1288,Rock,validation,large
1289,Rock,validation,medium
1290,Rock,validation,medium
1291,Rock,validation,large
1292,Rock,validation,medium
1293,Rock,validation,large
1294,Rock,validation,large
1295,Rock,validation,large
1296,Rock,validation,large
1297,Rock,validation,large
1298,Rock,validation,medium
1299,Rock,validation,large
1300,Rock,validation,large
1301,Rock,validation,large
1302,Electronic,training,large
1303,Folk,training,large
1304,Electronic,training,large
1305,Electronic,training,large
1306,Electronic,training,large
1307,Electronic,training,large
1308,Folk,training,large
1309,Electronic,training,large
1310,Electronic,training,large
1311,Folk,training,medium
1312,Electronic,training,large
1313,Folk,training,large
1314,Electronic,training,large
1315,Electronic,training,large
1316,Electronic,training,large
1317,Folk,training,large
1318,Electronic,training,large
1319,Electronic,training,large
1320,Electronic,training,large
1321,Electronic,training,large
1322,Folk,training,large
1323,Electronic,training,large
1324,Electronic,training,large
1325,Electronic,training,large
1326,Folk,training,large
1327,Electronic,training,large
1328,Electronic,training,large
1329,Folk,training,large
1330,Electronic,training,large
1331,Electronic,training,large
1332,Electronic,training,large
1333,Electronic,training,large
1334,Electronic,training,large
1335,Electronic,training,large
1336,Electronic,training,large
1337,Electronic,training,large
1338,Electronic,training,large
1339,Electronic,training,medium
1340,Electronic,training,large
1341,Folk,training,large
1342,Folk,training,large
1343,Experimental,training,large
1344,Experimental,training,large
1345,Experimental,training,large
1346,Experimental,training,large
1347,Experimental,training,large
1348,Experimental,training,large
1349,,training,large
1352,,training,large
1353,,training,large
1354,Rock,training,medium
1355,Experimental,training,large
1356,Rock,training,medium
1357,Rock,training,large
1358,Rock,training,medium
1359,Rock,training,large
1360,Rock,training,medium
1361,Rock,training,medium
1362,Rock,training,large
1363,Rock,training,medium
1364,Rock,training,large
1365,Rock,training,large
1366,Rock,training,medium
1367,Rock,training,large
1368,Rock,training,large
1369,Rock,training,large
1370,Rock,training,large
1371,Rock,training,large
1372,Rock,training,large
1373,Rock,training,large
1374,Rock,training,large
1375,Rock,training,large
1376,Rock,training,large
1377,Rock,training,large
1378,Rock,training,large
1380,Rock,training,large
1381,Rock,validation,large
1382,Rock,validation,medium
1383,Rock,validation,medium
1384,,training,large
1412,Rock,training,large
1413,Rock,training,medium
1414,Rock,training,large
1415,Rock,training,large
1416,Rock,training,medium
1417,Rock,training,small
1418,Rock,training,medium
1419,Rock,training,medium
1420,Rock,training,large
1421,Rock,training,large
1422,Rock,training,large
1423,Rock,training,large
1424,Rock,training,large
1425,Rock,training,large
1426,Rock,training,large
1427,Rock,training,small
1428,Electronic,training,large
1429,,training,large
1430,Electronic,training,large
1431,Electronic,training,large
1432,Electronic,training,large
1433,Electronic,training,large
1434,Electronic,training,large
1435,Electronic,training,large
1436,Electronic,training,large
1437,Electronic,training,large
1438,Electronic,training,large
1439,Electronic,training,large
1441,Electronic,training,large
1442,Electronic,training,large
1443,Experimental,training,small
1444,Experimental,training,large
1450,Rock,training,medium
1451,Rock,training,medium
1474,Rock,training,large
1475,Rock,training,large
1476,Electronic,training,large
1477,Electronic,training,large
1478,Electronic,training,large
1479,Electronic,training,large
1480,Electronic,training,large
1481,Electronic,training,medium
1482,Electronic,training,small
1483,Electronic,training,medium
1484,Electronic,training,large
1485,Electronic,training,medium
1486,Electronic,training,medium
1487,Electronic,training,large
1488,Electronic,training,large
1489,Electronic,training,large
1490,Rock,training,large
1491,Rock,training,large
1492,Rock,training,large
1494,Experimental,training,large
1495,Experimental,training,large
1496,Experimental,training,large
1497,Experimental,training,large
1498,Experimental,training,medium
1499,Experimental,training,large
1500,Experimental,training,large
1501,Experimental,training,large
1502,Experimental,training,large
1503,Experimental,training,large
1504,Experimental,training,large
1505,Experimental,training,large
1506,Experimental,training,large
1507,Experimental,training,large
1508,Experimental,training,large
1509,Experimental,training,large
1510,Experimental,training,small
1511,Experimental,training,large
1512,Experimental,training,large
1513,Experimental,training,large
1514,Experimental,training,large
1515,Rock,training,large
1516,Rock,training,large
1517,Experimental,validation,large
1518,Rock,test,large
1519,Rock,test,large
1520,Rock,test,large
1521,Rock,test,large
1522,Rock,test,large
1523,Rock,test,large
1524,Rock,test,large
1525,Rock,test,large
1526,Rock,training,medium
1527,Rock,training,large
1528,Rock,training,medium
1529,Rock,training,large
1530,Rock,training,large
1531,Rock,training,large
1532,Rock,training,large
1533,Rock,training,large
1534,Rock,training,medium
1535,Rock,training,large
1536,Rock,training,large
1537,Experimental,training,large
1538,Experimental,training,large
1539,Experimental,training,large
1540,Folk,training,large
1541,Folk,training,large
1542,Folk,training,large
1543,Folk,training,large
1544,Folk,training,small
1545,Folk,training,medium
1546,Folk,training,large
1547,Electronic,training,medium
1548,Electronic,training,medium
1549,Electronic,training,large
1550,Electronic,training,medium
1551,Electronic,training,medium
1552,Electronic,training,medium
1553,Electronic,training,medium
1554,Electronic,training,medium
1555,Electronic,training,medium
1556,Electronic,training,medium
1557,Experimental,training,large
1558,Experimental,training,large
1559,Experimental,training,medium
1560,Experimental,training,large
1561,Experimental,training,large
1562,Experimental,training,large
1563,Experimental,training,large
1564,Experimental,training,large
1565,Experimental,training,large
1566,Experimental,training,large
1567,Experimental,training,large
1568,Experimental,training,large
1569,Experimental,training,large
1570,Experimental,training,large
1572,Experimental,training,large
1573,Experimental,training,large
1574,,training,large
1575,,training,large
1576,Experimental,test,large
1577,Experimental,test,large
1578,Experimental,test,large
1579,Experimental,test,large
1580,Experimental,test,large
1581,Experimental,test,large
1582,Experimental,test,large
1583,Experimental,test,large
1584,Experimental,test,large
1585,Experimental,test,large
1586,Experimental,test,large
1587,Experimental,test,large
1588,Experimental,test,large
